Fraud_Label,High_Value_Flag,Round_Amount_Flag,Total_Fraud_Flags,Risk_Score
0,0,0,1,0.20148853333333333
1,0,0,1,0.2898539333333333
1,0,0,1,0.20355293333333335
0,0,0,0,0.1395924666666667
0,0,0,0,0.2839683333333333
0,0,0,1,0.2607838
0,0,0,0,0.2906424
1,0,0,1,0.27831326666666667
0,0,0,0,0.28648786666666665
0,1,0,2,0.44220813333333336
1,0,0,0,0.12794586666666669
1,0,0,1,0.24941873333333336
0,0,0,1,0.23335379999999997
1,0,0,1,0.43771513333333334
0,0,0,0,0.09494233333333334
0,0,0,0,0.24097473333333336
0,0,0,0,0.14218606666666667
1,0,0,0,0.13716540000000002
0,0,0,1,0.2783353333333333
0,1,0,1,0.34308673333333334
1,0,0,2,0.3207667333333334
0,0,0,1,0.2523276666666667
0,0,0,1,0.15999526666666666
0,0,0,0,0.2639744666666667
1,0,0,0,0.24363893333333334
1,0,0,0,0.16321253333333335
0,0,0,2,0.3193745333333333
0,1,0,2,0.4667336
0,0,0,1,0.2115046666666667
0,0,0,0,0.27606946666666665
1,0,0,2,0.2783994666666667
0,0,0,1,0.09085953333333333
0,0,0,0,0.31465906666666665
1,1,0,1,0.36837860000000006
1,0,0,1,0.337308
0,0,0,0,0.16822026666666667
0,0,0,1,0.28559080000000003
0,1,0,1,0.38455253333333334
0,1,0,2,0.49045320000000003
0,0,0,1,0.2311492
0,0,0,0,0.3310406
1,1,0,2,0.4493361333333334
1,0,0,1,0.33489993333333334
0,0,0,0,0.0312468
1,1,0,2,0.45559593333333337
1,0,0,1,0.23203920000000003
0,0,0,0,0.1907744
0,0,0,1,0.23173393333333336
0,0,0,0,0.15989833333333334
0,0,0,0,0.20167780000000005
0,0,0,1,0.1761566
0,0,0,0,0.3063188666666667
0,0,0,0,0.20121999999999998
0,1,0,2,0.3324432
0,1,0,1,0.45154113333333334
1,1,0,2,0.294544
0,0,0,0,0.24999286666666667
1,0,0,2,0.3670279333333334
0,1,0,1,0.45341346666666665
0,0,0,0,0.25597413333333335
0,0,0,0,0.14001433333333335
1,0,0,1,0.39061720000000005
0,0,0,0,0.2064052
1,1,0,1,0.2975600666666667
1,1,0,2,0.3623275333333334
1,0,0,1,0.34128440000000004
0,0,0,1,0.2683804
0,1,0,1,0.2775568666666667
0,0,0,0,0.23080306666666667
0,0,0,1,0.09398546666666667
0,0,0,0,0.21171493333333335
1,0,0,1,0.3160755333333334
0,1,0,1,0.27566073333333335
0,0,0,1,0.36569593333333333
0,0,0,1,0.219928
0,0,0,0,0.13282393333333334
0,1,0,1,0.3220656666666667
0,0,0,1,0.164418
0,0,0,0,0.060267066666666674
0,0,0,0,0.25939286666666667
0,0,0,0,0.2660990666666667
0,0,0,1,0.27319920000000003
0,1,0,1,0.3066406666666667
1,0,0,1,0.3271117333333334
0,0,0,0,0.27611766666666665
0,0,0,1,0.1617188
0,0,0,0,0.34422086666666674
1,0,0,2,0.3780028
0,0,0,0,0.2542179333333333
0,0,0,1,0.19196286666666668
0,0,0,1,0.2115490666666667
1,0,0,1,0.22674773333333337
0,0,0,0,0.24085973333333335
0,1,0,2,0.41643880000000005
0,0,0,1,0.18610833333333338
0,0,0,0,0.17676580000000003
0,0,0,0,0.27472693333333337
0,0,0,0,0.21668953333333335
0,0,0,0,0.26840873333333337
0,0,0,0,0.27186040000000006
0,0,0,0,0.25611653333333334
0,0,0,0,0.2127668
0,0,0,1,0.27542279999999997
0,1,0,1,0.2628454
0,0,0,0,0.24158093333333333
0,0,0,1,0.24619520000000006
0,0,0,0,0.23332893333333332
0,1,0,1,0.24552093333333333
0,0,0,1,0.24991033333333335
0,0,0,0,0.24729779999999998
1,0,0,0,0.32879793333333335
1,0,0,2,0.3537717333333334
0,0,0,0,0.18764826666666667
0,0,0,1,0.19568000000000002
0,0,0,0,0.29466686666666664
0,1,0,1,0.40527053333333335
1,0,0,0,0.22837493333333334
1,0,0,0,0.18917313333333335
0,1,0,1,0.2974794
0,0,0,2,0.3965945333333334
0,0,0,0,0.29814593333333334
0,0,0,0,0.21091133333333334
0,0,0,0,0.1115874
0,0,0,0,0.27140826666666673
0,0,0,0,0.20972153333333332
1,0,0,0,0.2537028
0,0,0,0,0.23152160000000002
0,0,0,1,0.30241646666666666
0,0,0,0,0.06887386666666667
0,0,0,0,0.19252760000000002
1,0,0,2,0.30652233333333334
0,0,0,0,0.0975946
0,0,0,0,0.3878362666666667
0,0,0,0,0.3418048
0,0,0,0,0.35394753333333334
0,0,0,0,0.2633285333333334
1,1,0,1,0.42032953333333334
1,0,0,0,0.21898720000000002
0,0,0,1,0.15175206666666669
1,0,0,1,0.21716640000000004
1,0,0,0,0.15356873333333335
0,0,0,1,0.2670194
0,0,0,0,0.32239273333333335
0,0,0,0,0.08874946666666668
0,0,0,1,0.33182153333333336
0,0,0,0,0.11649833333333334
0,1,0,1,0.392891
1,0,0,3,0.26107593333333334
1,0,0,0,0.2875720666666667
0,1,0,1,0.4191789333333334
0,1,0,1,0.43012720000000004
1,0,0,0,0.25997133333333333
1,0,0,2,0.376578
1,1,0,1,0.22115780000000002
1,1,0,2,0.4116506
0,0,0,0,0.22299933333333335
0,0,0,1,0.2293516
0,0,0,1,0.1919812
0,0,0,1,0.28151353333333334
0,0,0,0,0.23421653333333334
0,0,0,1,0.27750820000000004
0,0,0,0,0.12275106666666667
0,1,0,2,0.4493328
1,0,0,1,0.1979066
0,0,0,0,0.14342313333333334
0,0,0,0,0.33996133333333334
0,0,0,0,0.07415166666666669
0,0,0,0,0.16208446666666668
0,1,0,1,0.324621
0,0,0,0,0.1508728666666667
0,0,0,1,0.26352613333333336
0,1,0,1,0.2906812666666667
0,1,0,2,0.5578529333333334
0,0,0,0,0.18011760000000002
0,0,0,0,0.2783179333333333
0,0,0,0,0.3315644
1,1,0,4,0.35259333333333337
1,0,0,2,0.4830916666666667
0,0,0,0,0.3144637333333334
0,0,0,0,0.27278353333333333
0,0,0,0,0.19105733333333336
0,0,0,1,0.17087893333333334
1,0,0,0,0.24867966666666666
0,0,0,0,0.06552193333333334
0,0,0,1,0.10829
1,0,0,2,0.31235026666666665
0,0,0,1,0.19453600000000001
0,0,0,0,0.10953180000000001
0,0,0,0,0.19019760000000002
0,0,0,0,0.17286506666666668
1,0,0,0,0.24706140000000004
0,1,0,1,0.25598373333333335
0,0,0,0,0.26417493333333336
0,0,0,0,0.20361886666666668
0,0,0,1,0.16165926666666666
0,0,0,0,0.14041126666666667
0,0,0,1,0.1959766
1,0,0,2,0.25395
0,0,0,0,0.1318872
0,0,0,0,0.31421126666666666
0,0,0,1,0.27107119999999996
0,0,0,1,0.34693873333333336
0,0,0,1,0.23177700000000004
1,0,0,1,0.2551045333333334
0,0,0,0,0.3509396
0,1,0,2,0.36147560000000006
0,0,0,0,0.14597120000000002
0,0,0,0,0.30302246666666666
1,0,0,0,0.29139613333333336
1,1,0,1,0.3114634
0,0,0,0,0.2025518
0,0,0,0,0.20553946666666667
0,0,0,0,0.2666034666666667
1,0,0,3,0.3983687333333334
0,0,0,1,0.26441220000000004
1,0,0,1,0.33182806666666664
1,1,0,2,0.6090145333333333
1,0,0,1,0.24836733333333336
0,0,0,0,0.19668833333333335
0,0,0,1,0.2645987333333334
0,0,0,0,0.1490638
0,0,0,0,0.30737400000000004
0,0,0,0,0.1689468
1,0,0,2,0.2678249333333334
1,0,0,1,0.22284940000000003
0,0,0,0,0.2510119333333334
0,0,0,1,0.14841946666666667
0,0,0,1,0.14230026666666667
0,0,0,1,0.33500506666666663
1,0,0,0,0.3240580666666667
0,0,0,0,0.14745400000000003
0,0,0,0,0.2328192666666667
1,0,0,0,0.3174054666666667
0,0,0,0,0.2617471333333333
1,1,0,1,0.3393510666666667
0,1,0,1,0.3709502666666667
1,0,0,1,0.22351546666666672
0,0,0,1,0.2371234
0,0,0,0,0.36524520000000005
0,0,0,0,0.26629433333333336
0,0,0,0,0.24850006666666669
0,0,0,1,0.1438164
0,0,0,0,0.37374640000000003
1,0,0,2,0.34702659999999996
1,0,0,0,0.09733480000000001
1,0,0,0,0.26179366666666665
0,0,0,2,0.23509533333333332
0,0,0,0,0.18601906666666668
1,0,0,1,0.3868652
0,0,0,1,0.20783606666666665
0,0,0,0,0.13509966666666667
1,0,0,2,0.3204452666666667
0,0,0,0,0.14644906666666668
0,1,0,1,0.4969785333333334
1,0,0,1,0.1478986666666667
0,0,0,0,0.2587044666666667
0,0,0,1,0.09775533333333333
0,0,0,0,0.37336166666666665
0,0,0,0,0.3579179333333334
1,1,0,2,0.38814193333333336
0,0,0,0,0.17088686666666666
1,0,0,1,0.3108686666666667
0,0,0,1,0.1916488
0,1,0,1,0.4162824666666667
0,0,0,1,0.1917820666666667
1,1,0,2,0.4828354
0,0,0,0,0.14530579999999998
0,0,0,0,0.07221526666666667
1,0,0,1,0.3461756
1,1,0,1,0.2625866
0,0,0,0,0.2270565333333333
0,0,0,0,0.36738180000000004
0,0,0,0,0.3516478666666667
0,0,0,0,0.2018348
0,0,0,2,0.2583028666666667
0,0,0,1,0.33065160000000005
0,0,0,2,0.3059190666666667
0,0,0,0,0.25570600000000004
0,0,0,0,0.301863
0,0,0,0,0.3734354000000001
0,0,0,0,0.16735566666666668
0,0,0,0,0.21422100000000002
0,0,0,0,0.25008406666666666
1,0,0,0,0.12135580000000001
0,0,0,0,0.3418486
1,0,0,1,0.2584752666666667
0,0,0,0,0.16686893333333333
1,1,0,3,0.43227573333333336
1,0,0,2,0.25683720000000004
1,0,0,1,0.14112026666666666
0,0,0,1,0.36523380000000005
0,0,0,0,0.2642021333333333
1,0,0,0,0.19155840000000002
0,1,0,1,0.4759279333333334
0,0,0,0,0.2913194
0,1,0,1,0.3595534
0,0,0,0,0.19486760000000003
1,0,0,0,0.06100766666666667
0,0,0,0,0.1659478
0,0,0,0,0.2603966
0,0,0,1,0.20512946666666665
0,0,0,0,0.2633917333333333
0,0,0,1,0.21472533333333332
0,0,0,0,0.10785506666666667
0,0,0,0,0.23213319999999998
1,0,0,2,0.27377860000000004
1,1,0,2,0.44906666666666667
1,0,0,0,0.19384486666666667
0,0,0,1,0.23340806666666664
0,0,0,1,0.17173566666666668
1,0,0,1,0.3748534
0,1,0,2,0.30053846666666667
1,0,0,1,0.3644592666666667
1,1,0,2,0.45435946666666666
0,0,0,1,0.23711593333333333
0,0,0,0,0.25047346666666664
0,1,0,1,0.40932300000000005
0,0,0,0,0.1667205333333333
0,0,0,0,0.30829306666666667
1,0,0,0,0.08618680000000001
0,0,0,0,0.12067666666666665
1,0,0,1,0.16392620000000002
0,1,0,2,0.5718310666666666
1,0,0,1,0.32362266666666667
0,0,0,0,0.10604353333333333
0,1,0,2,0.2221292
0,0,0,0,0.22794013333333335
0,0,0,0,0.2959454
0,0,0,0,0.14593606666666667
0,1,0,2,0.3471613333333333
1,0,0,2,0.2656638
0,0,0,1,0.20857420000000002
0,0,0,0,0.21555073333333336
1,0,0,1,0.32617466666666667
0,0,0,0,0.23119713333333336
1,0,0,1,0.30714646666666673
1,0,0,0,0.1758686
1,0,0,0,0.195748
0,0,0,0,0.31019553333333333
0,1,0,2,0.45947433333333326
0,0,0,0,0.11425433333333335
0,0,0,0,0.16001540000000003
0,0,0,1,0.22242573333333338
0,0,0,1,0.26519580000000004
0,0,0,0,0.15628833333333333
1,0,0,1,0.18618540000000003
1,0,0,0,0.17795760000000002
0,0,0,0,0.2865416666666667
0,0,0,0,0.2571492666666667
1,0,0,1,0.2019400666666667
0,0,0,1,0.1656536
0,0,0,1,0.3804166666666667
0,0,0,1,0.14822266666666667
0,0,0,0,0.1832338
0,1,0,1,0.26484026666666666
0,0,0,1,0.3709325333333333
0,1,0,1,0.4545539333333334
0,0,0,0,0.22637860000000004
1,1,0,2,0.4434282
0,0,0,0,0.2110208666666667
0,0,0,0,0.07337606666666666
1,1,0,2,0.48997460000000004
1,0,0,1,0.18912453333333334
0,0,0,0,0.21988593333333334
1,0,0,1,0.2597271333333333
0,0,0,0,0.097442
0,0,0,0,0.14672666666666667
1,0,0,1,0.25816873333333334
1,0,0,0,0.34131353333333336
0,0,0,1,0.2538727333333334
1,0,0,0,0.16117926666666668
0,0,0,0,0.16036593333333335
0,0,0,1,0.2296152666666667
0,0,0,0,0.13981906666666666
1,0,0,0,0.2757893333333334
0,1,0,1,0.34617546666666665
0,0,0,0,0.30459026666666666
0,1,0,2,0.37081446666666673
0,0,0,0,0.23162899999999997
1,1,0,1,0.3773026
1,0,0,2,0.2370486
0,0,0,0,0.20829273333333337
1,0,0,0,0.19869420000000002
0,0,0,0,0.2285524
1,0,0,2,0.4260090666666667
0,0,0,1,0.17298873333333334
1,0,0,1,0.31555640000000007
1,0,0,0,0.17274826666666665
0,1,0,1,0.38590473333333336
0,0,0,0,0.06207933333333334
0,1,0,3,0.30649793333333336
0,0,0,0,0.2168464
0,0,0,1,0.30453546666666664
0,0,0,1,0.39226093333333334
1,0,0,0,0.23892780000000002
1,0,0,1,0.3703159333333334
1,0,0,0,0.256061
0,0,0,1,0.2830586
0,0,0,0,0.25297626666666667
0,1,0,1,0.33321446666666665
0,0,0,1,0.2703394666666667
0,0,0,0,0.31404266666666664
1,0,0,2,0.2560746666666667
0,0,0,1,0.24054286666666663
0,1,0,1,0.36331120000000006
0,0,0,0,0.2678874666666667
0,0,0,0,0.13890813333333332
1,0,0,1,0.1637314
0,0,0,0,0.1977412666666667
1,0,0,1,0.3467612
0,0,0,0,0.3264853333333334
0,0,0,2,0.1918766
0,1,0,1,0.4356764
0,0,0,1,0.20726113333333335
0,0,0,0,0.24908233333333335
0,0,0,1,0.14281473333333336
0,0,0,1,0.2012336
0,0,0,1,0.30810573333333335
1,0,0,0,0.21476913333333333
1,0,0,2,0.3265546666666667
0,0,0,1,0.2897412666666667
0,0,0,0,0.32108060000000005
0,0,0,1,0.13734306666666665
0,0,0,0,0.18243226666666668
0,0,0,0,0.27466946666666664
0,1,0,1,0.43569346666666664
1,0,0,2,0.3533354666666667
1,0,0,1,0.31204186666666667
1,0,0,2,0.46458193333333336
1,0,0,1,0.2751351333333334
1,0,0,1,0.1727974666666667
0,0,0,0,0.27726686666666667
0,0,0,0,0.3120432000000001
0,0,0,0,0.19562
1,1,0,1,0.2543164
1,0,0,2,0.2355588
1,0,0,1,0.3205311333333334
1,0,0,2,0.40382473333333335
0,0,0,0,0.11746720000000001
1,1,0,1,0.207347
0,0,0,0,0.16321640000000004
0,0,0,0,0.16767753333333335
1,0,0,1,0.22669346666666668
0,0,0,0,0.2280558
0,0,0,0,0.17735073333333334
1,0,0,1,0.3092938666666667
0,0,0,0,0.2290656
0,0,0,1,0.3138744
1,0,0,1,0.1925756
0,0,0,0,0.2527952666666667
0,1,0,2,0.4104845333333334
1,0,0,0,0.16332953333333333
0,0,0,1,0.1714156
1,0,0,1,0.26814400000000005
0,0,0,0,0.14682746666666668
1,0,0,1,0.16917600000000002
0,1,0,2,0.3320477333333333
0,0,0,1,0.3285654
1,0,0,1,0.21669980000000003
0,0,0,0,0.23718993333333332
0,0,0,0,0.15556473333333334
1,1,0,1,0.34718973333333336
0,0,0,0,0.18661773333333337
1,0,0,1,0.34040360000000003
1,0,0,1,0.3717897333333333
1,0,0,0,0.22771440000000004
0,0,0,1,0.22929540000000004
0,0,0,0,0.3233997333333334
0,0,0,1,0.2341326
0,0,0,1,0.17421366666666666
1,0,0,1,0.2747797333333334
1,0,0,1,0.3897446666666667
1,0,0,2,0.40437453333333334
0,0,0,0,0.22070486666666667
1,0,0,0,0.23388033333333336
1,1,0,2,0.2744319333333334
1,0,0,1,0.3357159333333334
0,0,0,0,0.28103806666666664
0,1,0,2,0.4766536
0,0,0,1,0.2032694666666667
1,0,0,1,0.2762946666666667
0,1,0,1,0.3783868666666667
0,0,0,1,0.32298200000000005
1,0,0,1,0.42124126666666667
0,0,0,0,0.31928433333333334
0,1,0,1,0.35396133333333335
0,0,0,1,0.2269606
0,0,0,0,0.2750570666666667
0,1,0,2,0.5287502
0,0,0,1,0.20220820000000003
0,0,0,0,0.23016273333333337
0,0,0,1,0.16133093333333332
0,0,0,0,0.21374106666666667
0,0,0,1,0.2527138666666667
0,0,0,1,0.2005362
0,0,0,0,0.11062493333333334
0,0,0,1,0.1812378666666667
0,0,0,0,0.28368540000000003
0,0,0,0,0.07764620000000001
1,0,0,1,0.1598992666666667
1,0,0,0,0.26387153333333335
0,0,0,0,0.2403268
0,0,0,0,0.17657953333333332
0,0,0,0,0.2726072666666667
0,0,0,1,0.30911900000000003
1,1,0,2,0.4314466
0,0,0,0,0.19757833333333336
0,0,0,0,0.34508520000000004
0,0,0,0,0.35443080000000005
0,0,0,0,0.11316820000000001
1,0,0,2,0.3699325333333333
1,0,0,1,0.36066286666666664
0,0,0,0,0.11584253333333336
0,0,0,0,0.134
1,0,0,1,0.2670204666666667
1,0,0,1,0.13563673333333334
0,1,0,2,0.24382600000000001
0,1,0,1,0.32202973333333335
0,0,0,0,0.0716434
1,0,0,0,0.09765806666666665
0,0,0,0,0.07608100000000001
0,0,0,0,0.1030442
0,0,0,0,0.14984293333333334
0,0,0,0,0.24354986666666667
0,0,0,0,0.19829453333333336
0,0,0,1,0.26711613333333334
1,0,0,1,0.2764204
0,0,0,0,0.11605920000000002
1,0,0,1,0.18584633333333334
0,0,0,0,0.152678
0,0,0,0,0.2490848
0,0,0,1,0.1451098
1,0,0,2,0.3834253333333334
1,0,0,1,0.3714732666666667
0,0,0,1,0.13540526666666666
0,1,0,1,0.2504379333333333
0,0,0,0,0.19504126666666666
0,0,0,0,0.2977728666666667
0,0,0,0,0.1297046
0,0,0,0,0.20252
1,0,0,1,0.21892333333333336
1,0,0,1,0.2037216
1,0,0,1,0.2154780666666667
0,1,0,2,0.4667198
0,0,0,1,0.34713706666666666
0,0,0,0,0.2429760666666667
0,0,0,1,0.11299086666666668
0,0,0,0,0.28724566666666673
0,0,0,0,0.2145404
1,0,0,0,0.10033760000000001
0,0,0,0,0.3007432666666667
0,0,0,1,0.2618125333333333
1,0,0,2,0.411057
0,0,0,0,0.1591708
0,0,0,1,0.2023796
0,0,0,0,0.3420997333333334
0,0,0,1,0.2072504
1,0,0,0,0.24659026666666672
1,0,0,0,0.16573333333333334
0,1,0,1,0.4056441333333334
0,0,0,1,0.29110920000000007
0,1,0,1,0.1861166
0,0,0,1,0.216325
0,0,0,0,0.16330953333333337
0,0,0,0,0.16420533333333334
1,1,0,2,0.5198909333333334
0,0,0,0,0.13922620000000002
0,0,0,1,0.25576906666666666
0,0,0,1,0.1479372
0,0,0,1,0.24368146666666668
0,0,0,1,0.24840446666666668
0,1,0,2,0.32691846666666663
0,0,0,0,0.30175586666666665
0,1,0,2,0.28465120000000005
1,0,0,2,0.24451620000000002
1,0,0,0,0.18187740000000002
0,0,0,1,0.4060006666666667
0,0,0,0,0.1678032
1,0,0,1,0.18783206666666669
0,0,0,1,0.11462553333333333
0,0,0,0,0.1558646
1,0,0,2,0.2372082
1,0,0,1,0.3638043333333334
0,0,0,0,0.22641360000000002
1,0,0,0,0.2297304
0,0,0,0,0.24476520000000002
0,0,0,1,0.33105866666666667
0,0,0,0,0.29615093333333337
0,1,0,1,0.4251817333333333
0,0,0,0,0.2111998
0,0,0,0,0.28720900000000005
0,0,0,0,0.30176626666666667
0,1,0,1,0.3838788000000001
0,0,0,1,0.17556293333333334
1,0,0,1,0.3419708000000001
1,1,0,2,0.5121202
0,0,0,1,0.1499696
0,0,0,1,0.2510377333333333
0,0,0,1,0.2071596
0,0,0,0,0.208521
0,0,0,1,0.2626498666666667
0,0,0,0,0.1614330666666667
0,0,0,0,0.23396720000000004
1,0,0,1,0.3449045333333334
0,1,0,1,0.3518918666666667
1,0,0,1,0.21935013333333334
0,0,0,0,0.36613280000000004
0,1,0,2,0.40642266666666665
1,1,0,2,0.267501
0,0,0,0,0.29178766666666667
0,0,0,0,0.20383113333333333
0,0,0,0,0.26086353333333334
0,0,0,0,0.18662399999999998
0,0,0,0,0.26934860000000005
0,0,0,0,0.13814566666666667
0,0,0,0,0.24628653333333334
0,0,0,1,0.2613140666666667
1,1,0,1,0.42542
1,0,0,0,0.3127804666666667
1,0,0,2,0.2627812666666667
1,0,0,0,0.288932
1,0,0,2,0.3930616
0,0,0,1,0.22842420000000002
0,1,0,2,0.36476366666666665
0,0,0,1,0.2808676
0,1,0,1,0.45206879999999994
0,0,0,1,0.30840866666666666
1,0,0,0,0.1988376666666667
0,0,0,0,0.25689140000000005
0,0,0,0,0.12391273333333333
0,0,0,0,0.18101853333333334
0,0,0,1,0.3624213333333334
0,0,0,1,0.1830204666666667
0,0,0,0,0.11336373333333334
0,0,0,0,0.16752513333333333
0,0,0,0,0.10856106666666668
0,0,0,0,0.24595540000000005
0,0,0,1,0.2148078666666667
0,0,0,0,0.14560166666666668
0,0,0,1,0.25935433333333335
1,0,0,1,0.18253213333333337
1,0,0,1,0.3477227333333334
1,1,0,3,0.43087166666666665
1,0,0,1,0.17966100000000002
1,0,0,1,0.4217987333333334
0,0,0,1,0.20841286666666667
0,0,0,0,0.1715050666666667
0,1,0,2,0.3857024666666667
0,0,0,0,0.14252546666666668
0,0,0,0,0.2805399333333334
0,1,0,1,0.25275573333333334
1,0,0,1,0.2532738666666667
0,0,0,1,0.18211519999999998
0,0,0,0,0.07020986666666668
0,0,0,0,0.35564853333333335
0,0,0,1,0.26695766666666665
0,0,0,1,0.41361700000000007
1,1,0,3,0.522715
0,0,0,0,0.2979952
0,0,0,0,0.23123780000000005
0,0,0,1,0.3542240666666667
0,0,0,0,0.17206020000000002
0,1,0,1,0.4548045333333333
0,0,0,0,0.171058
0,0,0,1,0.35213720000000004
1,0,0,0,0.32136013333333335
0,0,0,0,0.1774836666666667
0,0,0,1,0.31375833333333336
0,0,0,1,0.36241700000000004
0,0,0,0,0.16261853333333334
1,0,0,0,0.12322746666666666
0,0,0,0,0.19828300000000004
1,0,0,1,0.3216276666666667
0,0,0,0,0.2527685333333334
1,0,0,1,0.3160311333333334
0,0,0,0,0.2408012
0,0,0,0,0.18942766666666666
1,0,0,2,0.3829378666666667
0,0,0,0,0.16514193333333332
0,0,0,0,0.16418780000000002
1,0,0,0,0.16100246666666668
1,0,0,1,0.31192393333333335
0,0,0,0,0.13520473333333335
0,0,0,1,0.27995746666666665
1,0,0,1,0.3338584666666667
1,0,0,0,0.245198
0,0,0,0,0.046364133333333335
0,0,0,0,0.17162533333333332
0,0,0,0,0.2297428
0,0,0,1,0.23609386666666668
0,0,0,0,0.23474426666666667
0,0,0,0,0.27740620000000005
0,0,0,0,0.21072946666666664
0,0,0,0,0.085123
1,0,0,2,0.2512810666666667
0,0,0,1,0.25152006666666665
0,1,0,1,0.26628773333333333
1,0,0,1,0.29886206666666676
1,0,0,1,0.28716046666666667
0,1,0,1,0.3207522666666667
1,0,0,0,0.20727346666666668
0,0,0,0,0.2085026
1,0,0,1,0.30413680000000004
0,0,0,1,0.2575866
1,0,0,3,0.42579153333333336
0,0,0,0,0.31881813333333336
0,0,0,0,0.19940360000000001
0,0,0,0,0.2723990666666667
0,0,0,0,0.14617833333333333
1,1,0,2,0.39439406666666665
0,0,0,0,0.22491000000000003
1,0,0,2,0.23993520000000002
0,0,0,0,0.2945372
0,0,0,0,0.30438953333333335
1,0,0,2,0.36547466666666667
0,0,0,0,0.21431500000000003
0,0,0,1,0.15639653333333334
0,0,0,0,0.3069708666666667
0,1,0,1,0.2985219333333333
0,0,0,0,0.21122073333333333
0,1,0,1,0.43837526666666665
0,0,0,1,0.2750942666666667
1,0,0,0,0.09103680000000001
1,0,0,1,0.2185246666666667
0,0,0,1,0.1264854
0,0,0,0,0.19543953333333336
0,0,0,0,0.0771696
1,0,0,0,0.19883493333333335
0,0,0,0,0.222039
0,0,0,1,0.21757500000000002
0,0,0,1,0.19984380000000002
0,0,0,0,0.13028026666666667
0,0,0,1,0.2596304
0,0,0,0,0.2764786000000001
1,0,0,1,0.4102575333333333
0,0,0,0,0.2386562
0,0,0,1,0.3342566666666667
1,0,0,2,0.3970096666666667
1,0,0,0,0.10195546666666667
1,0,0,1,0.1434506
0,0,0,1,0.31493373333333335
1,0,0,1,0.24012460000000005
1,0,0,2,0.3714674
0,1,0,2,0.3925767333333334
1,0,0,1,0.36798086666666674
0,0,0,1,0.20952400000000002
0,0,0,1,0.32114573333333335
1,0,0,2,0.39376113333333335
1,0,0,1,0.2492514
0,0,0,0,0.117729
0,0,0,0,0.3176706
0,0,0,1,0.2457802
0,1,0,2,0.42704293333333326
1,1,0,2,0.4764971333333333
1,1,0,2,0.45610273333333334
0,0,0,0,0.2599427333333334
1,0,0,1,0.3021913333333333
0,0,0,1,0.17985020000000002
0,0,0,1,0.17985213333333333
0,0,0,0,0.17008053333333337
0,0,0,0,0.3229127333333333
0,0,0,0,0.27575520000000003
1,1,0,2,0.3923970666666666
0,0,0,0,0.2577147333333334
0,0,0,1,0.08613606666666668
0,0,0,0,0.22675286666666666
0,0,0,1,0.16492533333333337
0,0,0,2,0.31654266666666664
0,0,0,1,0.1755791333333333
1,0,0,1,0.3190180666666667
0,0,0,1,0.31679026666666665
1,0,0,3,0.3881026666666667
1,0,0,1,0.27400013333333334
0,0,0,0,0.2373096666666667
1,0,0,1,0.3120026666666667
0,0,0,0,0.17760873333333332
0,0,0,1,0.1486932
0,0,0,0,0.2828136666666667
1,0,0,2,0.2615759333333334
0,0,0,1,0.11606093333333334
0,0,0,1,0.18020880000000003
1,0,0,1,0.4083629333333333
1,1,0,3,0.5005234666666667
1,0,0,0,0.2606808
1,0,0,1,0.15878366666666668
0,0,0,0,0.32101140000000006
1,0,0,2,0.39768780000000004
0,0,0,0,0.35863940000000005
0,0,0,1,0.14211713333333334
1,0,0,0,0.2397378666666667
1,0,0,1,0.32210400000000006
1,1,0,2,0.5675645333333333
1,1,0,2,0.37233520000000003
1,0,0,1,0.27412460000000005
0,0,0,0,0.28935180000000005
1,0,0,0,0.23945059999999999
0,0,0,1,0.14895326666666667
0,0,0,0,0.22735393333333337
0,0,0,1,0.2639300666666667
0,0,0,0,0.17826633333333333
0,0,0,0,0.12434686666666668
0,0,0,0,0.24289493333333334
0,1,0,1,0.25525793333333335
1,0,0,0,0.22707926666666667
0,0,0,1,0.3068036666666667
0,0,0,0,0.2802325333333333
0,0,0,1,0.2032058
0,0,0,0,0.20632580000000003
0,0,0,1,0.30643993333333336
1,0,0,2,0.3312489333333334
0,1,0,2,0.6001681333333334
1,0,0,1,0.133079
0,0,0,1,0.2725728
1,0,0,0,0.13167733333333334
1,1,0,2,0.4354468
0,0,0,0,0.30430633333333335
1,0,0,1,0.12342086666666667
0,0,0,0,0.29651293333333334
0,0,0,0,0.15156293333333334
0,0,0,0,0.22832386666666668
0,0,0,1,0.2954759333333334
0,0,0,1,0.16555806666666667
0,0,0,0,0.16896806666666667
0,0,0,0,0.3257348
0,0,0,2,0.3502966666666667
1,0,0,2,0.22106960000000003
0,0,0,1,0.312916
0,0,0,0,0.1269278666666667
1,0,0,0,0.17168993333333335
0,1,0,1,0.2600889333333333
0,0,0,0,0.1806238
0,0,0,0,0.18683093333333334
0,0,0,1,0.2960898666666667
0,0,0,1,0.26737906666666666
0,0,0,0,0.17962413333333335
1,0,0,1,0.26757453333333336
0,0,0,1,0.085152
0,0,0,0,0.20063873333333337
0,0,0,0,0.1377018
0,0,0,1,0.2647439333333334
0,0,0,0,0.27764693333333335
1,1,0,2,0.4427722666666667
0,1,0,2,0.3891552666666667
0,1,0,1,0.3161114
0,0,0,1,0.21515426666666668
0,0,0,0,0.12037946666666666
0,0,0,1,0.3669597333333333
0,0,0,0,0.21726693333333333
1,0,0,1,0.35216953333333334
0,0,0,0,0.14954266666666666
1,1,0,1,0.31413433333333335
